"id","relevance","Usage"
108923,-1,"Ignored"
108924,3,"Private"
108931,2.33,"Public"
108932,-1,"Ignored"
108934,2.33,"Private"
108935,1.33,"Private"
108936,1.67,"Private"
108938,3,"Public"
108939,-1,"Ignored"
108940,3,"Private"
108941,3,"Private"
108942,2.33,"Private"
108944,2.67,"Private"
108945,3,"Private"
108947,-1,"Ignored"
108948,1.67,"Private"
108951,2.67,"Public"
108952,3,"Private"
108954,3,"Private"
108955,2.33,"Public"
108956,2,"Private"
108957,-1,"Ignored"
108959,-1,"Ignored"
108960,2,"Public"
108961,3,"Public"
108962,-1,"Ignored"
108963,2.33,"Private"
108964,2,"Private"
108965,2.33,"Private"
108966,-1,"Ignored"
108967,3,"Private"
108968,-1,"Ignored"
108969,1,"Private"
108971,1.67,"Public"
108972,3,"Private"
108973,-1,"Ignored"
108975,1.67,"Private"
108976,-1,"Ignored"
108977,-1,"Ignored"
108980,3,"Public"
108981,2,"Public"
108983,2.67,"Private"
108984,-1,"Ignored"
108986,3,"Public"
108987,3,"Private"
108989,1.67,"Public"
108991,-1,"Ignored"
108992,3,"Private"
108993,2,"Private"
108994,2.33,"Private"
108997,3,"Public"
108999,3,"Private"
109000,1,"Private"
109001,-1,"Ignored"
109002,2.67,"Public"
109003,-1,"Ignored"
109004,-1,"Ignored"
109006,2.67,"Private"
109009,-1,"Ignored"
109010,1.67,"Private"
109012,3,"Public"
109014,3,"Public"
109015,2,"Private"
109016,2.33,"Private"
109017,2,"Private"
109019,2.33,"Public"
109021,-1,"Ignored"
109023,1.33,"Private"
109026,2.67,"Private"
109027,-1,"Ignored"
109028,2.33,"Private"
109029,-1,"Ignored"
109030,-1,"Ignored"
109032,-1,"Ignored"
109034,3,"Public"
109035,1.67,"Public"
109036,-1,"Ignored"
109040,-1,"Ignored"
109042,-1,"Ignored"
109043,2,"Public"
109044,2.67,"Private"
109046,1.33,"Private"
109047,3,"Public"
109049,2,"Public"
109050,2.33,"Private"
109051,-1,"Ignored"
109052,3,"Public"
109054,-1,"Ignored"
109055,3,"Private"
109056,2.33,"Private"
109057,2,"Private"
109058,-1,"Ignored"
109059,3,"Private"
109060,2.67,"Private"
109061,2,"Private"
109063,1.33,"Public"
109064,2.67,"Public"
109066,-1,"Ignored"
109068,2.33,"Private"
109069,2,"Public"
109070,2.67,"Public"
109073,2.67,"Public"
109074,-1,"Ignored"
109075,-1,"Ignored"
109076,3,"Private"
109077,3,"Private"
109078,2,"Public"
109080,2,"Private"
109083,2,"Private"
109084,3,"Public"
109085,3,"Private"
109087,2.33,"Public"
109088,3,"Private"
109089,2.33,"Public"
109091,2,"Public"
109092,3,"Private"
109093,3,"Private"
109094,2.33,"Private"
109097,3,"Private"
109098,3,"Public"
109100,3,"Private"
109101,3,"Private"
109103,-1,"Ignored"
109104,2.67,"Private"
109106,3,"Private"
109107,3,"Public"
109108,2.33,"Private"
109110,3,"Public"
109111,3,"Public"
109112,2.67,"Private"
109113,2.67,"Private"
109114,2,"Private"
109115,2,"Public"
109117,1,"Private"
109119,3,"Private"
109120,3,"Public"
109122,-1,"Ignored"
109123,2.67,"Public"
109125,1.67,"Private"
109126,2.67,"Public"
109127,3,"Private"
109128,1.67,"Private"
109129,3,"Private"
109131,-1,"Ignored"
109132,2.33,"Public"
109133,-1,"Ignored"
109134,1.33,"Public"
109136,-1,"Ignored"
109137,2.33,"Private"
109138,3,"Private"
109141,3,"Private"
109143,2.67,"Private"
109146,2,"Private"
109148,3,"Private"
109149,2,"Private"
109150,2,"Private"
109151,3,"Private"
109152,2.67,"Private"
109153,2.67,"Private"
109154,3,"Private"
109156,-1,"Ignored"
109161,2.67,"Public"
109163,2.67,"Private"
109165,3,"Private"
109166,-1,"Ignored"
109168,-1,"Ignored"
109169,2.67,"Public"
109170,2,"Public"
109171,-1,"Ignored"
109172,-1,"Ignored"
109173,-1,"Ignored"
109174,2.67,"Private"
109175,-1,"Ignored"
109176,-1,"Ignored"
109177,2.33,"Public"
109178,2.33,"Private"
109179,3,"Private"
109181,-1,"Ignored"
109184,-1,"Ignored"
109185,1.67,"Private"
109186,2,"Private"
109189,1,"Public"
109191,2.33,"Public"
109192,3,"Private"
109194,2.67,"Private"
109195,2,"Public"
109196,2.67,"Private"
109203,2,"Public"
109204,2.33,"Private"
109205,2,"Public"
109206,1.67,"Private"
109207,-1,"Ignored"
109208,3,"Public"
109209,3,"Public"
109212,3,"Public"
109214,2.33,"Private"
109215,-1,"Ignored"
109216,-1,"Ignored"
109217,-1,"Ignored"
109218,2.67,"Private"
109219,3,"Private"
109220,-1,"Ignored"
109221,3,"Public"
109224,3,"Private"
109225,-1,"Ignored"
109226,3,"Private"
109227,3,"Private"
109230,3,"Public"
109231,2.67,"Private"
109234,3,"Private"
109235,-1,"Ignored"
109239,-1,"Ignored"
109240,2.67,"Public"
109242,2,"Private"
109243,-1,"Ignored"
109244,2.67,"Private"
109246,2.67,"Public"
109250,-1,"Ignored"
109251,2,"Private"
109252,-1,"Ignored"
109253,1.67,"Private"
109254,-1,"Ignored"
109256,-1,"Ignored"
109258,2.33,"Private"
109260,3,"Public"
109262,2.67,"Private"
109263,-1,"Ignored"
109266,1.33,"Public"
109269,2,"Private"
109270,2.33,"Private"
109271,2,"Private"
109272,3,"Public"
109274,-1,"Ignored"
109275,2.33,"Public"
109276,2,"Public"
109278,3,"Private"
109279,3,"Private"
109281,2.33,"Private"
109283,3,"Private"
109284,-1,"Ignored"
109286,-1,"Ignored"
109288,2.67,"Public"
109289,2,"Public"
109291,2.33,"Private"
109292,2.67,"Private"
109293,-1,"Ignored"
109295,3,"Private"
109296,-1,"Ignored"
109297,3,"Private"
109298,2.67,"Public"
109300,-1,"Ignored"
109301,-1,"Ignored"
109302,1,"Private"
109304,-1,"Ignored"
109306,1.67,"Private"
109307,-1,"Ignored"
109309,1.67,"Private"
109311,2.67,"Private"
109313,3,"Private"
109314,2.33,"Private"
109315,3,"Private"
109316,3,"Private"
109317,3,"Public"
109318,1.33,"Private"
109319,-1,"Ignored"
109320,3,"Private"
109321,-1,"Ignored"
109322,3,"Private"
109324,-1,"Ignored"
109326,2.67,"Public"
109327,3,"Private"
109328,2.33,"Public"
109329,2.67,"Private"
109330,-1,"Ignored"
109331,2.33,"Private"
109333,3,"Public"
109334,2,"Private"
109335,2.67,"Public"
109336,2.67,"Public"
109338,-1,"Ignored"
109339,-1,"Ignored"
109340,-1,"Ignored"
109342,3,"Private"
109346,2.67,"Private"
109348,1.67,"Private"
109351,1.67,"Private"
109353,2.67,"Private"
109354,1,"Public"
109356,1.67,"Private"
109357,-1,"Ignored"
109362,-1,"Ignored"
109363,3,"Public"
109366,3,"Private"
109369,3,"Private"
109371,2.33,"Public"
109372,2.33,"Private"
109374,1.67,"Private"
109375,3,"Private"
109376,2.67,"Private"
109377,1.33,"Public"
109378,3,"Private"
109379,3,"Private"
109380,2.67,"Private"
109381,-1,"Ignored"
109383,1.67,"Private"
109384,1.33,"Public"
109386,1.33,"Private"
109387,2.33,"Private"
109389,3,"Private"
109391,2.33,"Private"
109394,2.33,"Private"
109397,-1,"Ignored"
109398,2.67,"Public"
109399,3,"Public"
109400,2,"Private"
109401,3,"Private"
109406,-1,"Ignored"
109407,2.33,"Private"
109408,1.67,"Private"
109410,3,"Public"
109412,2.67,"Private"
109414,2.67,"Private"
109415,1.67,"Private"
109416,1,"Private"
109417,2,"Private"
109418,-1,"Ignored"
109419,3,"Private"
109424,2,"Public"
109425,3,"Private"
109429,2.33,"Private"
109431,-1,"Ignored"
109432,2,"Public"
109434,2.67,"Private"
109436,2.33,"Private"
109437,2.33,"Public"
109438,2,"Private"
109440,2.33,"Private"
109441,2.67,"Private"
109442,2.67,"Public"
109443,3,"Private"
109447,1.67,"Private"
109448,3,"Public"
109449,2,"Public"
109453,-1,"Ignored"
109457,2,"Private"
109458,-1,"Ignored"
109459,-1,"Ignored"
109461,-1,"Ignored"
109462,-1,"Ignored"
109463,2.67,"Private"
109464,2.67,"Private"
109465,-1,"Ignored"
109468,-1,"Ignored"
109469,2.33,"Public"
109470,2.33,"Private"
109471,1.67,"Private"
109472,3,"Private"
109473,2.33,"Private"
109474,2,"Public"
109475,3,"Private"
109476,2.67,"Private"
109478,2.33,"Private"
109481,-1,"Ignored"
109482,3,"Private"
109484,2.67,"Private"
109485,-1,"Ignored"
109486,3,"Private"
109487,-1,"Ignored"
109489,2.67,"Private"
109490,-1,"Ignored"
109492,-1,"Ignored"
109493,2.67,"Private"
109494,2.33,"Public"
109496,3,"Private"
109497,3,"Private"
109499,-1,"Ignored"
109501,-1,"Ignored"
109503,-1,"Ignored"
109504,2.33,"Public"
109512,3,"Private"
109514,3,"Private"
109515,3,"Private"
109516,1.33,"Private"
109518,1.33,"Private"
109520,3,"Public"
109522,2.67,"Private"
109524,-1,"Ignored"
109525,2.33,"Private"
109527,2.33,"Private"
109528,3,"Public"
109529,3,"Public"
109532,3,"Private"
109533,2.33,"Public"
109534,3,"Private"
109535,3,"Private"
109537,1.67,"Private"
109538,2.33,"Private"
109540,2.33,"Private"
109541,2.33,"Private"
109542,2.33,"Public"
109543,-1,"Ignored"
109545,2.67,"Private"
109546,2.33,"Private"
109549,2.67,"Private"
109551,-1,"Ignored"
109553,3,"Public"
109555,3,"Private"
109556,2.33,"Private"
109557,3,"Private"
109558,2.33,"Private"
109559,3,"Private"
109560,2.33,"Public"
109561,3,"Public"
109565,2.33,"Public"
109566,-1,"Ignored"
109569,2.67,"Public"
109570,2.67,"Private"
109571,3,"Private"
109572,3,"Private"
109573,-1,"Ignored"
109575,2.33,"Private"
109578,3,"Private"
109579,3,"Private"
109580,3,"Private"
109581,3,"Private"
109582,3,"Public"
109583,2.33,"Private"
109587,3,"Private"
109588,-1,"Ignored"
109589,2.67,"Public"
109590,2.33,"Private"
109592,2.33,"Public"
109593,3,"Public"
109595,-1,"Ignored"
109597,2.67,"Private"
109598,1,"Private"
109599,3,"Public"
109600,-1,"Ignored"
109601,3,"Private"
109603,3,"Public"
109605,3,"Private"
109606,-1,"Ignored"
109607,2.67,"Public"
109608,3,"Private"
109609,3,"Public"
109610,2.67,"Private"
109612,-1,"Ignored"
109614,1.67,"Private"
109616,-1,"Ignored"
109618,-1,"Ignored"
109619,-1,"Ignored"
109622,3,"Public"
109624,3,"Public"
109626,3,"Private"
109627,-1,"Ignored"
109628,2.33,"Public"
109629,2.67,"Private"
109630,2.67,"Public"
109632,2.67,"Private"
109633,3,"Private"
109634,1.67,"Public"
109635,3,"Public"
109636,-1,"Ignored"
109637,2.33,"Private"
109638,2.67,"Private"
109639,-1,"Ignored"
109641,3,"Private"
109642,2,"Private"
109645,2.33,"Public"
109646,3,"Private"
109647,3,"Private"
109648,3,"Public"
109651,-1,"Ignored"
109653,1.33,"Public"
109654,-1,"Ignored"
109656,3,"Private"
109658,2,"Private"
109659,2,"Private"
109661,2.33,"Private"
109662,-1,"Ignored"
109663,-1,"Ignored"
109665,1.67,"Private"
109667,2.67,"Private"
109668,-1,"Ignored"
109670,3,"Private"
109671,2.67,"Private"
109676,2,"Private"
109677,-1,"Ignored"
109678,3,"Public"
109679,2.67,"Public"
109681,3,"Public"
109682,-1,"Ignored"
109683,2,"Private"
109684,2.67,"Private"
109685,2.33,"Private"
109686,2.67,"Private"
109687,3,"Public"
109688,-1,"Ignored"
109691,2.33,"Private"
109693,3,"Public"
109694,3,"Private"
109695,2.67,"Private"
109696,3,"Private"
109699,1.67,"Private"
109702,2.33,"Public"
109703,1,"Private"
109704,2.33,"Public"
109705,-1,"Ignored"
109706,3,"Private"
109707,2.67,"Private"
109708,-1,"Ignored"
109710,-1,"Ignored"
109712,-1,"Ignored"
109714,-1,"Ignored"
109716,3,"Private"
109717,3,"Public"
109718,-1,"Ignored"
109719,1.67,"Public"
109720,2.67,"Public"
109721,2.67,"Private"
109722,3,"Private"
109723,-1,"Ignored"
109724,-1,"Ignored"
109725,-1,"Ignored"
109726,-1,"Ignored"
109727,-1,"Ignored"
109728,-1,"Ignored"
109730,-1,"Ignored"
109731,2,"Private"
109733,2.67,"Public"
109734,-1,"Ignored"
109735,2.67,"Private"
109736,3,"Public"
109737,2.67,"Private"
109738,3,"Private"
109739,3,"Private"
109740,2.67,"Public"
109743,-1,"Ignored"
109744,3,"Private"
109745,1,"Private"
109749,3,"Public"
109750,2.67,"Private"
109753,-1,"Ignored"
109754,2.67,"Private"
109755,3,"Private"
109757,3,"Private"
109758,3,"Private"
109759,-1,"Ignored"
109760,3,"Public"
109762,-1,"Ignored"
109763,2.33,"Private"
109766,2.33,"Private"
109767,2,"Public"
109768,-1,"Ignored"
109769,2.67,"Private"
109770,-1,"Ignored"
109771,2.67,"Private"
109772,-1,"Ignored"
109773,2.33,"Private"
109774,3,"Private"
109775,2.33,"Private"
109776,3,"Private"
109777,-1,"Ignored"
109778,2.67,"Private"
109779,-1,"Ignored"
109780,3,"Private"
109783,3,"Private"
109784,2.67,"Private"
109787,-1,"Ignored"
109791,3,"Public"
109793,-1,"Ignored"
109794,3,"Private"
109795,-1,"Ignored"
109796,2.33,"Private"
109797,3,"Public"
109798,-1,"Ignored"
109799,2,"Public"
109801,2.33,"Private"
109802,2.67,"Private"
109803,3,"Public"
109804,2.33,"Public"
109805,2,"Private"
109806,2.67,"Public"
109807,2.33,"Private"
109808,1.67,"Private"
109809,-1,"Ignored"
109810,-1,"Ignored"
109811,2,"Private"
109814,3,"Private"
109815,3,"Private"
109816,1.67,"Public"
109817,3,"Private"
109819,-1,"Ignored"
109821,2.33,"Private"
109824,2.67,"Private"
109825,2.33,"Private"
109826,2,"Private"
109828,2.33,"Private"
109832,-1,"Ignored"
109833,2.33,"Private"
109835,1.67,"Public"
109839,3,"Public"
109840,1.67,"Private"
109841,-1,"Ignored"
109842,2,"Private"
109843,2,"Public"
109844,2.67,"Public"
109848,1.67,"Public"
109849,2.67,"Public"
109852,-1,"Ignored"
109853,2.33,"Private"
109855,2.67,"Private"
109856,-1,"Ignored"
109857,-1,"Ignored"
109858,-1,"Ignored"
109859,2.67,"Public"
109861,2.33,"Private"
109864,1.67,"Private"
109865,2.67,"Public"
109867,3,"Public"
109868,2.67,"Private"
109869,3,"Private"
109870,2.67,"Private"
109873,2.67,"Private"
109876,3,"Private"
109877,2.33,"Public"
109878,1.67,"Public"
109879,3,"Private"
109881,2.33,"Public"
109885,-1,"Ignored"
109886,3,"Private"
109887,3,"Private"
109889,3,"Private"
109891,-1,"Ignored"
109892,2.67,"Private"
109893,-1,"Ignored"
109894,-1,"Ignored"
109895,2.67,"Private"
109896,-1,"Ignored"
109897,2.67,"Private"
109898,3,"Private"
109899,3,"Private"
109900,2.67,"Public"
109901,3,"Public"
109902,-1,"Ignored"
109903,-1,"Ignored"
109905,3,"Private"
109906,3,"Private"
109908,2.33,"Private"
109909,1.67,"Private"
109910,-1,"Ignored"
109911,-1,"Ignored"
109912,-1,"Ignored"
109914,-1,"Ignored"
109915,2.67,"Private"
109916,2,"Public"
109917,3,"Private"
109918,-1,"Ignored"
109919,1.67,"Public"
109920,3,"Private"
109921,3,"Private"
109923,3,"Private"
109924,2.67,"Private"
109925,3,"Public"
109927,-1,"Ignored"
109928,2.33,"Public"
109929,1.67,"Private"
109930,1,"Public"
109931,3,"Private"
109932,-1,"Ignored"
109933,2.67,"Private"
109934,2,"Private"
109938,3,"Private"
109939,-1,"Ignored"
109940,3,"Public"
109941,3,"Private"
109942,2.67,"Private"
109943,1.67,"Public"
109944,3,"Private"
109945,1.67,"Private"
109947,2,"Public"
109948,3,"Private"
109949,-1,"Ignored"
109950,3,"Private"
109954,3,"Private"
109956,3,"Private"
109957,3,"Private"
109958,-1,"Ignored"
109962,2.67,"Public"
109964,-1,"Ignored"
109966,2.33,"Private"
109968,-1,"Ignored"
109970,3,"Private"
109972,1.67,"Private"
109973,-1,"Ignored"
109976,2.67,"Private"
109977,3,"Private"
109979,2.33,"Private"
109981,2,"Private"
109982,-1,"Ignored"
109983,3,"Public"
109985,3,"Private"
109986,-1,"Ignored"
109987,3,"Private"
109988,2.67,"Public"
109989,-1,"Ignored"
109990,1,"Private"
109993,-1,"Ignored"
109994,3,"Private"
109995,-1,"Ignored"
109997,-1,"Ignored"
109998,3,"Private"
109999,3,"Private"
110001,2.67,"Public"
110002,2.67,"Public"
110004,2.67,"Private"
110005,-1,"Ignored"
110006,3,"Public"
110008,2.33,"Public"
110009,2,"Public"
110012,1.33,"Private"
110013,-1,"Ignored"
110014,2.67,"Public"
110017,1.33,"Private"
110018,3,"Private"
110020,1,"Public"
110021,2,"Private"
110023,2.67,"Private"
110026,2,"Public"
110027,2,"Private"
110031,2.67,"Private"
110033,2.67,"Private"
110036,3,"Public"
110037,3,"Private"
110038,-1,"Ignored"
110039,3,"Private"
110040,3,"Public"
110041,2,"Private"
110043,-1,"Ignored"
110045,3,"Private"
110046,2,"Public"
110047,2.67,"Public"
110048,2.33,"Private"
110049,-1,"Ignored"
110051,3,"Public"
110053,3,"Private"
110054,3,"Public"
110055,3,"Private"
110056,2,"Private"
110058,3,"Private"
110059,-1,"Ignored"
110060,2.33,"Private"
110062,2.67,"Private"
110063,3,"Public"
110065,1.33,"Private"
110067,2.67,"Private"
110068,2,"Public"
110069,3,"Private"
110071,3,"Private"
110073,2.33,"Private"
110075,-1,"Ignored"
110076,2.33,"Private"
110079,2.33,"Private"
110081,3,"Private"
110082,3,"Private"
110084,3,"Private"
110085,2.67,"Private"
110086,3,"Private"
110089,1.33,"Private"
110090,-1,"Ignored"
110091,2.33,"Public"
110092,1,"Private"
110093,1.33,"Private"
110094,2.33,"Public"
110098,1.33,"Private"
110099,2.33,"Private"
110100,2,"Private"
110101,2.33,"Private"
110102,1.33,"Private"
110103,-1,"Ignored"
110104,2,"Private"
110106,1.67,"Private"
110108,2.67,"Private"
110109,2.67,"Private"
110111,3,"Private"
110112,-1,"Ignored"
110114,2.33,"Private"
110115,2.67,"Private"
110116,2.67,"Private"
110118,2.33,"Public"
110120,1.67,"Private"
110122,1.33,"Public"
110123,-1,"Ignored"
110124,1.67,"Public"
110126,-1,"Ignored"
110128,2,"Private"
110130,-1,"Ignored"
110131,-1,"Ignored"
110132,1.33,"Private"
110133,2,"Private"
110134,3,"Private"
110135,3,"Private"
110136,2.33,"Public"
110137,3,"Private"
110138,2.33,"Public"
110140,-1,"Ignored"
110141,2.67,"Private"
110143,2.67,"Private"
110144,2,"Private"
110145,-1,"Ignored"
110146,1.67,"Private"
110147,3,"Private"
110149,3,"Public"
110153,2.67,"Private"
110154,1,"Private"
110155,2.33,"Private"
110157,2.67,"Private"
110158,-1,"Ignored"
110159,3,"Private"
110160,3,"Public"
110161,3,"Private"
110162,3,"Public"
110163,2.33,"Private"
110164,2,"Public"
110165,3,"Public"
110166,2.33,"Private"
110167,1.67,"Private"
110168,2,"Private"
110169,3,"Private"
110170,1.67,"Private"
110171,1,"Private"
110173,2.33,"Private"
110174,2,"Private"
110176,1.67,"Private"
110177,3,"Private"
110178,-1,"Ignored"
110179,3,"Private"
110180,3,"Public"
110181,3,"Public"
110182,3,"Public"
110184,-1,"Ignored"
110185,-1,"Ignored"
110186,2,"Private"
110188,2.33,"Private"
110189,2.33,"Private"
110190,3,"Private"
110191,2,"Public"
110193,2.67,"Private"
110195,2.67,"Public"
110197,2.67,"Private"
110198,2,"Public"
110199,1.67,"Public"
110201,3,"Private"
110202,2.33,"Public"
110203,2.33,"Private"
110204,2.67,"Private"
110206,1.67,"Private"
110207,1.67,"Private"
110209,1.33,"Private"
110212,3,"Private"
110215,1.33,"Public"
110216,2,"Private"
110217,2.67,"Private"
110218,2.67,"Private"
110219,-1,"Ignored"
110223,3,"Public"
110225,2.67,"Public"
110228,3,"Public"
110231,-1,"Ignored"
110233,-1,"Ignored"
110234,2.67,"Private"
110235,-1,"Ignored"
110236,2.67,"Private"
110237,-1,"Ignored"
110240,2,"Private"
110242,2.33,"Public"
110243,2.33,"Private"
110244,1.33,"Public"
110245,2.33,"Private"
110247,1.67,"Private"
110248,-1,"Ignored"
110249,1,"Public"
110250,2,"Private"
110251,3,"Private"
110255,2,"Private"
110258,3,"Private"
110259,2.33,"Private"
110260,-1,"Ignored"
110261,2.33,"Private"
110262,2.33,"Private"
110263,-1,"Ignored"
110264,2,"Public"
110265,2.67,"Public"
110268,3,"Private"
110269,2.33,"Private"
110270,2.67,"Private"
110272,1.67,"Private"
110273,2,"Private"
110274,2.67,"Private"
110275,2.33,"Private"
110277,1,"Private"
110278,2,"Public"
110280,1.67,"Public"
110281,2.67,"Private"
110282,2.33,"Private"
110286,3,"Public"
110288,-1,"Ignored"
110290,1.67,"Public"
110292,2.67,"Private"
110294,2.33,"Private"
110295,2.67,"Public"
110297,1.67,"Private"
110299,3,"Private"
110300,2.33,"Public"
110301,-1,"Ignored"
110303,1.33,"Public"
110304,-1,"Ignored"
110306,3,"Private"
110307,-1,"Ignored"
110309,2.33,"Private"
110311,2.33,"Private"
110312,2,"Private"
110313,2.67,"Private"
110314,-1,"Ignored"
110315,2.33,"Public"
110316,-1,"Ignored"
110317,3,"Public"
110319,-1,"Ignored"
110320,3,"Private"
110321,3,"Private"
110324,-1,"Ignored"
110325,2.33,"Public"
110326,2.33,"Private"
110327,2,"Public"
110330,2.67,"Private"
110331,3,"Private"
110332,2.33,"Private"
110333,-1,"Ignored"
110335,-1,"Ignored"
110337,3,"Private"
110339,3,"Public"
110340,3,"Public"
110342,2.67,"Public"
110343,3,"Private"
110345,2.33,"Private"
110347,2.33,"Private"
110348,2.67,"Public"
110349,-1,"Ignored"
110350,2.67,"Private"
110351,3,"Public"
110352,-1,"Ignored"
110354,2,"Private"
110355,3,"Private"
110358,2.33,"Public"
110359,1.67,"Private"
110361,3,"Private"
110362,3,"Private"
110365,-1,"Ignored"
110367,2.67,"Public"
110368,-1,"Ignored"
110369,2.33,"Private"
110370,2.67,"Private"
110371,3,"Private"
110373,2,"Public"
110374,2,"Private"
110375,-1,"Ignored"
110377,-1,"Ignored"
110379,-1,"Ignored"
110380,-1,"Ignored"
110381,2.67,"Private"
110383,-1,"Ignored"
110384,3,"Private"
110385,-1,"Ignored"
110387,3,"Private"
110388,3,"Public"
110390,2.67,"Private"
110392,3,"Private"
110393,-1,"Ignored"
110394,-1,"Ignored"
110395,3,"Private"
110396,2.33,"Private"
110397,-1,"Ignored"
110399,2.67,"Private"
110400,-1,"Ignored"
110402,2,"Private"
110403,-1,"Ignored"
110404,1.67,"Public"
110405,2.67,"Private"
110407,2.67,"Private"
110408,-1,"Ignored"
110411,3,"Public"
110412,2.33,"Private"
110414,-1,"Ignored"
110418,1.67,"Public"
110420,2.33,"Private"
110422,-1,"Ignored"
110424,1.67,"Public"
110425,3,"Public"
110426,2,"Private"
110429,1,"Private"
110430,2.67,"Private"
110431,2,"Public"
110432,3,"Private"
110434,2,"Private"
110435,1.67,"Private"
110437,3,"Private"
110438,1.67,"Private"
110439,2,"Private"
110440,-1,"Ignored"
110441,-1,"Ignored"
110442,-1,"Ignored"
110444,3,"Public"
110445,2,"Public"
110446,3,"Private"
110447,1,"Public"
110448,3,"Private"
110449,3,"Public"
110450,2.33,"Public"
110451,2,"Public"
110452,2,"Private"
110453,3,"Private"
110456,2.33,"Private"
110458,3,"Public"
110459,3,"Private"
110462,2,"Private"
110465,-1,"Ignored"
110467,1.67,"Private"
110468,1.33,"Private"
110471,3,"Private"
110472,3,"Private"
110474,3,"Private"
110475,2.33,"Private"
110476,2.67,"Private"
110477,2.33,"Public"
110478,-1,"Ignored"
110479,2,"Public"
110480,2.33,"Private"
110481,2.33,"Public"
110482,-1,"Ignored"
110483,2,"Private"
110484,-1,"Ignored"
110485,-1,"Ignored"
110487,2.67,"Public"
110488,3,"Private"
110489,2.67,"Private"
110491,1.33,"Private"
110492,3,"Public"
110493,3,"Private"
110494,3,"Public"
110495,3,"Private"
110498,1.67,"Public"
110499,3,"Public"
110500,2.67,"Private"
110501,3,"Private"
110502,2.67,"Private"
110503,3,"Private"
110504,2.33,"Private"
110505,2.33,"Private"
110506,2,"Private"
110508,2.67,"Private"
110510,2,"Private"
110512,3,"Private"
110514,-1,"Ignored"
110515,2.33,"Public"
110516,-1,"Ignored"
110517,-1,"Ignored"
110519,1.33,"Private"
110520,-1,"Ignored"
110521,-1,"Ignored"
110522,1.67,"Private"
110523,-1,"Ignored"
110524,3,"Public"
110525,1.67,"Private"
110530,3,"Public"
110532,2.67,"Private"
110533,3,"Private"
110535,3,"Private"
110536,1.33,"Private"
110537,2,"Public"
110538,-1,"Ignored"
110539,2.33,"Private"
110540,2.67,"Private"
110541,-1,"Ignored"
110542,-1,"Ignored"
110543,1.67,"Public"
110544,2,"Private"
110545,3,"Public"
110546,1.67,"Private"
110550,2.67,"Private"
110552,2,"Private"
110553,-1,"Ignored"
110554,3,"Private"
110555,2,"Public"
110557,3,"Private"
110560,-1,"Ignored"
110561,3,"Public"
110562,2.33,"Private"
110563,2,"Private"
110564,1.67,"Public"
110565,2.67,"Private"
110567,-1,"Ignored"
110568,2.33,"Private"
110569,2.67,"Private"
110574,-1,"Ignored"
110577,1,"Private"
110578,1.33,"Private"
110579,2.67,"Private"
110580,2.33,"Private"
110581,-1,"Ignored"
110582,2,"Private"
110583,2,"Private"
110584,2,"Private"
110586,-1,"Ignored"
110587,2.67,"Public"
110588,-1,"Ignored"
110589,3,"Public"
110591,3,"Private"
110592,2.67,"Private"
110593,1.67,"Public"
110597,2.67,"Private"
110598,1.67,"Private"
110599,-1,"Ignored"
110600,2.67,"Private"
110602,2,"Public"
110605,1.33,"Private"
110607,2.67,"Private"
110609,-1,"Ignored"
110612,1.67,"Public"
110613,3,"Private"
110614,3,"Private"
110615,-1,"Ignored"
110616,3,"Private"
110618,-1,"Ignored"
110620,2.67,"Private"
110621,2.33,"Public"
110622,2,"Private"
110623,3,"Private"
110625,2,"Private"
110626,2,"Private"
110628,2.67,"Private"
110630,1.67,"Public"
110635,2.67,"Public"
110636,1.33,"Private"
110637,2.67,"Private"
110639,2.67,"Private"
110640,3,"Private"
110641,3,"Private"
110642,-1,"Ignored"
110643,2.67,"Public"
110645,2.33,"Public"
110649,3,"Private"
110650,3,"Private"
110651,-1,"Ignored"
110654,3,"Private"
110655,2.33,"Private"
110659,2.67,"Private"
110660,2.67,"Public"
110661,2,"Private"
110663,-1,"Ignored"
110665,-1,"Ignored"
110666,2,"Public"
110667,-1,"Ignored"
110670,2.67,"Private"
110673,2.33,"Public"
110674,2.33,"Private"
110676,2.33,"Private"
110677,2,"Private"
110678,2.33,"Public"
110679,2.33,"Private"
110680,2,"Private"
110682,2,"Private"
110684,2.33,"Private"
110685,3,"Public"
110686,2,"Private"
110687,1.67,"Private"
110689,2.67,"Private"
110690,2.67,"Private"
110691,-1,"Ignored"
110692,3,"Private"
110693,-1,"Ignored"
110694,2.67,"Private"
110695,1.33,"Public"
110696,2.67,"Private"
110698,-1,"Ignored"
110699,2.67,"Public"
110700,2.33,"Public"
110703,2.67,"Private"
110704,2,"Private"
110705,3,"Private"
110707,2.67,"Private"
110710,2,"Private"
110712,2,"Private"
110713,2.67,"Public"
110714,2,"Private"
110715,2.33,"Private"
110716,2.33,"Private"
110719,2.33,"Private"
110720,2.33,"Private"
110722,-1,"Ignored"
110725,2.33,"Private"
110726,-1,"Ignored"
110727,3,"Private"
110729,1,"Public"
110730,2.67,"Private"
110731,-1,"Ignored"
110732,-1,"Ignored"
110733,-1,"Ignored"
110734,3,"Private"
110735,3,"Public"
110736,3,"Private"
110737,2,"Private"
110739,2.67,"Public"
110740,-1,"Ignored"
110742,-1,"Ignored"
110743,2,"Public"
110744,-1,"Ignored"
110746,1.33,"Public"
110747,2.33,"Private"
110748,2,"Private"
